sample_id,tool,file,line,col,rule,severity,message,layer,context,label,notes
226,validate-actions,denoland_deno_ci.yml,508,8,action-version,warning,Action azure/login uses v1 (resolves to v1.6.1) which is major version outdated. Current latest is v3.0.0.,registry,"  506:           matrix.profile == 'release' &&\n  507:           github.repository == 'denoland/deno' &&\n> 508:           (github.ref == 'refs/heads/main' || startsWith(github.ref, 'refs/tags/')))\n  509:         uses: azure/login@v1\n  510:         with:",TP,outdated / unpinned action
227,validate-actions,denoland_deno_ci.yml,521,8,action-version,warning,Action azure/trusted-signing-action uses v0 (resolves to v0.5.11) which is major version outdated. Current latest is v1.2.0.,registry,"  519:           matrix.profile == 'release' &&\n  520:           github.repository == 'denoland/deno' &&\n> 521:           (github.ref == 'refs/heads/main' || startsWith(github.ref, 'refs/tags/')))\n  522:         uses: azure/trusted-signing-action@v0\n  523:         with:",TP,outdated / unpinned action
228,validate-actions,denoland_deno_ci.yml,730,8,action-version,warning,Action softprops/action-gh-release uses v0.1.15 which is major version outdated. Current latest is v3.0.0.,registry,  728:           export PATH=$PATH:$(pwd)/target/release\n  729:           ./tools/release/05_create_release_notes.ts\n> 730:       - name: Upload release to GitHub\n  731:         uses: softprops/action-gh-release@v0.1.15\n  732:         if: |-,TP,outdated / unpinned action
229,validate-actions,denoland_deno_ci.yml,765,8,action-version,warning,Action actions/cache/save uses v4 (resolves to v4.3.0) which is major version outdated. Current latest is v5.0.5.,registry,  763:           body_path: target/release/release-notes.md\n  764:           draft: true\n> 765:       - name: Save cache build output (main)\n  766:         uses: actions/cache/save@v4\n  767:         if: '!(matrix.skip) && ((matrix.job == ''test'' || matrix.job == ''lint'') && github.ref == ''refs/heads/main'')',TP,outdated / unpinned action
230,validate-actions,denoland_deno_ci.yml,789,8,action-version,warning,Action actions/checkout uses v4 (resolves to v4.3.1) which is major version outdated. Current latest is v6.0.2.,registry,  787:           git config --global fetch.parallel 32\n  788:         if: '!(matrix.skip)'\n> 789:       - name: Clone repository\n  790:         uses: actions/checkout@v4\n  791:         with:,TP,outdated / unpinned action
231,validate-actions,denoland_deno_ci.yml,821,8,action-version,warning,Action google-github-actions/auth uses v2 (resolves to v2.1.13) which is major version outdated. Current latest is v3.0.0.,registry,  819:     if: github.repository == 'denoland/deno' && github.ref == 'refs/heads/main'\n  820:     steps:\n> 821:       - name: Authenticate with Google Cloud\n  822:         uses: google-github-actions/auth@v2\n  823:         with:,TP,outdated / unpinned action
232,validate-actions,denoland_deno_ci.yml,828,8,action-version,warning,Action google-github-actions/setup-gcloud uses v2 (resolves to v2.2.1) which is major version outdated. Current latest is v3.0.1.,registry,  826:           export_environment_variables: true\n  827:           create_credentials_file: true\n> 828:       - name: Setup gcloud\n  829:         uses: google-github-actions/setup-gcloud@v2\n  830:         with:,TP,outdated / unpinned action
233,actionlint,denoland_deno_ci.yml,121,21,runner-label,error,"label ""ubicloud-standard-16-arm"" is unknown. available labels are ""windows-latest"", ""windows-latest-8-cores"", ""windows-2025"", ""windows-2022"", ""windows-2019"", ""ubuntu-latest"", ""ubuntu-latest-4-cores"", ""ubuntu-latest-8-cores"", ""ubuntu-latest-16-cores"", ""ubuntu-24.04"", ""ubuntu-24.04-arm"", ""ubuntu-22.04"", ""ubuntu-22.04-arm"", ""ubuntu-20.04"", ""macos-latest"", ""macos-latest-xl"", ""macos-latest-xlarge"", ""macos-latest-large"", ""macos-15-xlarge"", ""macos-15-large"", ""macos-15"", ""macos-14-xl"", ""macos-14-xlarge"", ""macos-14-large"", ""macos-14"", ""macos-13-xl"", ""macos-13-xlarge"", ""macos-13-large"", ""macos-13"", ""self-hosted"", ""x64"", ""arm"", ""arm64"", ""linux"", ""macos"", ""windows"". if it is a custom label for self-hosted runner, set list of labels in actionlint.yaml config file",schema,  119:           - os: linux\n  120:             arch: aarch64\n> 121:             runner: ubicloud-standard-16-arm\n  122:             job: test\n  123:             profile: debug,FP,actionlint lacks self-hosted label config; custom labels are valid
234,actionlint,denoland_deno_ci.yml,509,15,action,error,"the runner of ""azure/login@v1"" action is too old to run on GitHub Actions. update the action's version to fix this issue",registry,"  507:           github.repository == 'denoland/deno' &&\n  508:           (github.ref == 'refs/heads/main' || startsWith(github.ref, 'refs/tags/')))\n> 509:         uses: azure/login@v1\n  510:         with:\n  511:           client-id: '${{ secrets.AZURE_CLIENT_ID }}'",TP,deprecated Node runner version
235,actionlint,denoland_deno_ci.yml,788,15,expression,error,"property ""skip"" is not defined in object type {}",execution,  786:           git config --global core.symlinks true\n  787:           git config --global fetch.parallel 32\n> 788:         if: '!(matrix.skip)'\n  789:       - name: Clone repository\n  790:         uses: actions/checkout@v4,TP,unresolved property reference
236,actionlint,denoland_deno_ci.yml,794,15,expression,error,"property ""skip"" is not defined in object type {}",execution,  792:           fetch-depth: 5\n  793:           submodules: false\n> 794:         if: '!(matrix.skip)'\n  795:       - uses: dsherret/rust-toolchain-file@v1\n  796:         if: '!(matrix.skip)',TP,unresolved property reference
237,actionlint,denoland_deno_ci.yml,796,15,expression,error,"property ""skip"" is not defined in object type {}",execution,  794:         if: '!(matrix.skip)'\n  795:       - uses: dsherret/rust-toolchain-file@v1\n> 796:         if: '!(matrix.skip)'\n  797:       - name: Install wasm target\n  798:         run: rustup target add wasm32-unknown-unknown,TP,unresolved property reference
238,actionlint,denoland_deno_ci.yml,799,15,expression,error,"property ""skip"" is not defined in object type {}",execution,  797:       - name: Install wasm target\n  798:         run: rustup target add wasm32-unknown-unknown\n> 799:         if: '!(matrix.skip)'\n  800:       - name: Cargo check (deno_resolver)\n  801:         run: cargo check --target wasm32-unknown-unknown -p deno_resolver && cargo check --target wasm32-unknown-unknown -p deno_resolver --features graph && cargo check --target wasm32-unknown-unknown -p deno_resolver --features graph --features deno_ast,TP,unresolved property reference
239,actionlint,denoland_deno_ci.yml,802,15,expression,error,"property ""skip"" is not defined in object type {}",execution,  800:       - name: Cargo check (deno_resolver)\n  801:         run: cargo check --target wasm32-unknown-unknown -p deno_resolver && cargo check --target wasm32-unknown-unknown -p deno_resolver --features graph && cargo check --target wasm32-unknown-unknown -p deno_resolver --features graph --features deno_ast\n> 802:         if: '!(matrix.skip)'\n  803:       - name: Cargo check (deno_npm_installer)\n  804:         run: cargo check --target wasm32-unknown-unknown -p deno_npm_installer,TP,unresolved property reference
240,actionlint,denoland_deno_ci.yml,805,15,expression,error,"property ""skip"" is not defined in object type {}",execution,  803:       - name: Cargo check (deno_npm_installer)\n  804:         run: cargo check --target wasm32-unknown-unknown -p deno_npm_installer\n> 805:         if: '!(matrix.skip)'\n  806:       - name: Cargo check (deno_config)\n  807:         run: |-,TP,unresolved property reference
241,actionlint,denoland_deno_ci.yml,813,15,expression,error,"property ""skip"" is not defined in object type {}",execution,  811:           cargo check --no-default-features --features workspace --features sync -p deno_config\n  812:           cargo check --target wasm32-unknown-unknown --all-features -p deno_config\n> 813:         if: '!(matrix.skip)'\n  814:   publish-canary:\n  815:     name: publish canary,TP,unresolved property reference
242,validate-actions,electron_electron_macos-publish.yml,13,8,events-syntax-error,error,workflow event input 'property' default must be a string,syntax,   11:       upload-to-storage:\n   12:         description: 'Uploads to Azure storage'\n>  13:         required: false\n   14:         default: '1'\n   15:         type: string,TP,schema violation on on.* event
243,validate-actions,electron_electron_macos-publish.yml,18,8,events-syntax-error,error,workflow event input 'property' default must be a string,syntax,   16:       run-macos-publish:\n   17:         description: 'Run the publish jobs vs just the build jobs'\n>  18:         type: boolean\n   19:         default: false\n   20: ,TP,schema violation on on.* event
244,validate-actions,electron_electron_macos-publish.yml,34,6,action-version,warning,Action actions/checkout uses commit SHA (corresponds to v4.2.2) which is major version outdated. Current latest is v6.0.2.,registry,   32:       GCLIENT_EXTRA_ARGS: '--custom-var=checkout_mac=True --custom-var=host_os=mac'\n   33:     steps:\n>  34:     - name: Checkout Electron\n   35:       uses: actions/checkout@11bd71901bbe5b1630ceea73d27597364c9af683\n   36:       with:,TP,outdated / unpinned action
245,validate-actions,electron_electron_macos-publish.yml,39,6,marketplace,warning,Couldn't fetch metadata for ./src/electron/.github/actions/checkout. Continuing validation without input validation.,registry,   37:         path: src/electron\n   38:         fetch-depth: 0\n>  39:     - name: Checkout & Sync & Save\n   40:       uses: ./src/electron/.github/actions/checkout\n   41:       with:,INFRA,network: no GH_TOKEN; not a validation finding
246,validate-actions,electron_electron_macos-publish.yml,39,6,marketplace,warning,Couldn't fetch version tags for ./src. Continuing without version validation.,registry,   37:         path: src/electron\n   38:         fetch-depth: 0\n>  39:     - name: Checkout & Sync & Save\n   40:       uses: ./src/electron/.github/actions/checkout\n   41:       with:,INFRA,network: no GH_TOKEN; not a validation finding
247,validate-actions,electron_electron_macos-publish.yml,39,6,action-version,warning,Using specific version of ./src/electron/.github/actions/checkout is recommended. Consider using ./src/electron/.github/actions/checkout@version,registry,   37:         path: src/electron\n   38:         fetch-depth: 0\n>  39:     - name: Checkout & Sync & Save\n   40:       uses: ./src/electron/.github/actions/checkout\n   41:       with:,FP,local action path ./ has no version concept
248,actionlint,electron_electron_macos-publish.yml,23,14,runner-label,error,"label ""electron-arc-centralus-linux-amd64-32core"" is unknown. available labels are ""windows-latest"", ""windows-latest-8-cores"", ""windows-2025"", ""windows-2022"", ""windows-2019"", ""ubuntu-latest"", ""ubuntu-latest-4-cores"", ""ubuntu-latest-8-cores"", ""ubuntu-latest-16-cores"", ""ubuntu-24.04"", ""ubuntu-24.04-arm"", ""ubuntu-22.04"", ""ubuntu-22.04-arm"", ""ubuntu-20.04"", ""macos-latest"", ""macos-latest-xl"", ""macos-latest-xlarge"", ""macos-latest-large"", ""macos-15-xlarge"", ""macos-15-large"", ""macos-15"", ""macos-14-xl"", ""macos-14-xlarge"", ""macos-14-large"", ""macos-14"", ""macos-13-xl"", ""macos-13-xlarge"", ""macos-13-large"", ""macos-13"", ""self-hosted"", ""x64"", ""arm"", ""arm64"", ""linux"", ""macos"", ""windows"". if it is a custom label for self-hosted runner, set list of labels in actionlint.yaml config file",schema,   21: jobs:\n   22:   checkout-macos:\n>  23:     runs-on: electron-arc-centralus-linux-amd64-32core\n   24:     container:\n   25:       image: ghcr.io/electron/build:${{ inputs.build-image-sha }},FP,actionlint lacks self-hosted label config; custom labels are valid
249,validate-actions,electron_electron_scorecards.yml,24,8,action-version,warning,Action actions/checkout uses commit SHA (corresponds to v4.2.2) which is major version outdated. Current latest is v6.0.2.,registry,"   22: \n   23:     steps:\n>  24:       - name: ""Checkout code""\n   25:         uses: actions/checkout@11bd71901bbe5b1630ceea73d27597364c9af683 # v4.2.2\n   26:         with:",TP,outdated / unpinned action
250,validate-actions,electron_electron_scorecards.yml,30,8,action-version,warning,Action ossf/scorecard-action uses commit SHA (corresponds to v2.4.2) which is patch version outdated. Current latest is v2.4.3.,registry,"   28: \n   29:       # This is a pre-submit / pre-release.\n>  30:       - name: ""Run analysis""\n   31:         uses: ossf/scorecard-action@05b42c624433fc40578a4040d5cf5e36ddca8cde # v2.4.2\n   32:         with:",TP,outdated / unpinned action
251,validate-actions,electron_electron_scorecards.yml,44,8,action-version,warning,Action actions/upload-artifact uses commit SHA (corresponds to v4.6.2) which is major version outdated. Current latest is v7.0.1.,registry,"   42:       # Upload the results as artifacts (optional). Commenting out will disable uploads of run results in SARIF\n   43:       # format to the repository Actions tab.\n>  44:       - name: ""Upload artifact""\n   45:         uses: actions/upload-artifact@ea165f8d65b6e75b540449e92b4886f43607fa02 # v4.6.2\n   46:         with:",TP,outdated / unpinned action
252,validate-actions,electron_electron_scorecards.yml,52,8,action-version,warning,Action github/codeql-action/upload-sarif uses commit SHA which may be outdated. Current latest version is v4.35.2. Consider using versioned tags.,registry,"   50: \n   51:       # Upload the results to GitHub's code scanning dashboard.\n>  52:       - name: ""Upload to code-scanning""\n   53:         uses: github/codeql-action/upload-sarif@51f77329afa6477de8c49fc9c7046c15b9a4e79d # v3.29.5\n   54:         with:",TP,outdated / unpinned action
253,validate-actions,excalidraw_excalidraw_test-coverage-pr.yml,12,8,action-version,warning,Action actions/checkout uses outdated v2 which cannot be resolved to any available version. Current latest is v6.0.2.,registry,"   10:       pull-requests: write\n   11: \n>  12:     steps:\n   13:       - uses: actions/checkout@v2\n   14:       - name: ""Install Node""",TP,outdated / unpinned action
254,validate-actions,excalidraw_excalidraw_test-coverage-pr.yml,14,8,action-version,warning,Action actions/setup-node uses outdated v2 which cannot be resolved to any available version. Current latest is v6.3.0.,registry,"   12:     steps:\n   13:       - uses: actions/checkout@v2\n>  14:       - name: ""Install Node""\n   15:         uses: actions/setup-node@v2\n   16:         with:",TP,outdated / unpinned action
255,actionlint,excalidraw_excalidraw_test-coverage-pr.yml,13,15,action,error,"the runner of ""actions/checkout@v2"" action is too old to run on GitHub Actions. update the action's version to fix this issue",registry,"   11: \n   12:     steps:\n>  13:       - uses: actions/checkout@v2\n   14:       - name: ""Install Node""\n   15:         uses: actions/setup-node@v2",TP,deprecated Node runner version
256,actionlint,excalidraw_excalidraw_test-coverage-pr.yml,15,15,action,error,"the runner of ""actions/setup-node@v2"" action is too old to run on GitHub Actions. update the action's version to fix this issue",registry,"   13:       - uses: actions/checkout@v2\n   14:       - name: ""Install Node""\n>  15:         uses: actions/setup-node@v2\n   16:         with:\n   17:           node-version: ""18.x""",TP,deprecated Node runner version
257,validate-actions,excalidraw_excalidraw_test.yml,10,8,action-version,warning,Action actions/checkout uses v4 (resolves to v4.3.1) which is major version outdated. Current latest is v6.0.2.,registry,    8:   test:\n    9:     runs-on: ubuntu-latest\n>  10:     steps:\n   11:       - uses: actions/checkout@v4\n   12:       - name: Setup Node.js 18.x,TP,outdated / unpinned action
258,validate-actions,excalidraw_excalidraw_test.yml,12,8,action-version,warning,Action actions/setup-node uses v4 (resolves to v4.4.0) which is major version outdated. Current latest is v6.3.0.,registry,   10:     steps:\n   11:       - uses: actions/checkout@v4\n>  12:       - name: Setup Node.js 18.x\n   13:         uses: actions/setup-node@v4\n   14:         with:,TP,outdated / unpinned action
259,validate-actions,f_awesome-chatgpt-prompts_auto_commands.yml,17,8,action-version,warning,Action actions/github-script uses v6 (resolves to v6.4.1) which is major version outdated. Current latest is v9.0.0.,registry,   15: \n   16:     steps:\n>  17:       - name: Check PR status and comment\n   18:         uses: actions/github-script@v6\n   19:         with:,TP,outdated / unpinned action
260,actionlint,f_awesome-chatgpt-prompts_auto_commands.yml,18,15,action,error,"the runner of ""actions/github-script@v6"" action is too old to run on GitHub Actions. update the action's version to fix this issue",registry,   16:     steps:\n   17:       - name: Check PR status and comment\n>  18:         uses: actions/github-script@v6\n   19:         with:\n   20:           script: |,TP,deprecated Node runner version
261,validate-actions,facebook_create-react-app_build-and-test.yml,22,8,action-version,warning,Action actions/checkout uses v3 (resolves to v3.6.0) which is major version outdated. Current latest is v6.0.2.,registry,   20:         node:\n   21:           - '16'\n>  22:     steps:\n   23:       - uses: actions/checkout@v3\n   24:       - uses: actions/setup-node@v3,TP,outdated / unpinned action
262,validate-actions,facebook_create-react-app_build-and-test.yml,23,8,action-version,warning,Action actions/setup-node uses v3 (resolves to v3.9.1) which is major version outdated. Current latest is v6.3.0.,registry,   21:           - '16'\n   22:     steps:\n>  23:       - uses: actions/checkout@v3\n   24:       - uses: actions/setup-node@v3\n   25:         with:,TP,outdated / unpinned action
263,validate-actions,facebook_create-react-app_build-and-test.yml,45,8,action-version,warning,Action actions/checkout uses v3 (resolves to v3.6.0) which is major version outdated. Current latest is v6.0.2.,registry,   43:         node:\n   44:           - '16'\n>  45:     steps:\n   46:       - uses: actions/checkout@v3\n   47:       - name: Setup node,TP,outdated / unpinned action
264,validate-actions,facebook_create-react-app_build-and-test.yml,47,8,action-version,warning,Action actions/setup-node uses v3 (resolves to v3.9.1) which is major version outdated. Current latest is v6.3.0.,registry,   45:     steps:\n   46:       - uses: actions/checkout@v3\n>  47:       - name: Setup node\n   48:         uses: actions/setup-node@v3\n   49:         with:,TP,outdated / unpinned action
265,actionlint,facebook_create-react-app_build-and-test.yml,23,15,action,error,"the runner of ""actions/checkout@v3"" action is too old to run on GitHub Actions. update the action's version to fix this issue",registry,   21:           - '16'\n   22:     steps:\n>  23:       - uses: actions/checkout@v3\n   24:       - uses: actions/setup-node@v3\n   25:         with:,TP,deprecated Node runner version
266,actionlint,facebook_create-react-app_build-and-test.yml,24,15,action,error,"the runner of ""actions/setup-node@v3"" action is too old to run on GitHub Actions. update the action's version to fix this issue",registry,   22:     steps:\n   23:       - uses: actions/checkout@v3\n>  24:       - uses: actions/setup-node@v3\n   25:         with:\n   26:           node-version: ${{ matrix.node }},TP,deprecated Node runner version
267,actionlint,facebook_create-react-app_build-and-test.yml,46,15,action,error,"the runner of ""actions/checkout@v3"" action is too old to run on GitHub Actions. update the action's version to fix this issue",registry,   44:           - '16'\n   45:     steps:\n>  46:       - uses: actions/checkout@v3\n   47:       - name: Setup node\n   48:         uses: actions/setup-node@v3,TP,deprecated Node runner version
268,actionlint,facebook_create-react-app_build-and-test.yml,48,15,action,error,"the runner of ""actions/setup-node@v3"" action is too old to run on GitHub Actions. update the action's version to fix this issue",registry,   46:       - uses: actions/checkout@v3\n   47:       - name: Setup node\n>  48:         uses: actions/setup-node@v3\n   49:         with:\n   50:           node-version: ${{ matrix.node }},TP,deprecated Node runner version
269,validate-actions,facebook_create-react-app_e2e-base.yml,21,8,action-version,warning,Action actions/checkout uses v3 (resolves to v3.6.0) which is major version outdated. Current latest is v6.0.2.,registry,   19:         node:\n   20:           - '16'\n>  21:     steps:\n   22:       - uses: actions/checkout@v3\n   23:       - uses: actions/setup-node@v3,TP,outdated / unpinned action
270,validate-actions,facebook_create-react-app_e2e-base.yml,22,8,action-version,warning,Action actions/setup-node uses v3 (resolves to v3.9.1) which is major version outdated. Current latest is v6.3.0.,registry,   20:           - '16'\n   21:     steps:\n>  22:       - uses: actions/checkout@v3\n   23:       - uses: actions/setup-node@v3\n   24:         with:,TP,outdated / unpinned action
271,actionlint,facebook_create-react-app_e2e-base.yml,22,15,action,error,"the runner of ""actions/checkout@v3"" action is too old to run on GitHub Actions. update the action's version to fix this issue",registry,   20:           - '16'\n   21:     steps:\n>  22:       - uses: actions/checkout@v3\n   23:       - uses: actions/setup-node@v3\n   24:         with:,TP,deprecated Node runner version
272,actionlint,facebook_create-react-app_e2e-base.yml,23,15,action,error,"the runner of ""actions/setup-node@v3"" action is too old to run on GitHub Actions. update the action's version to fix this issue",registry,   21:     steps:\n   22:       - uses: actions/checkout@v3\n>  23:       - uses: actions/setup-node@v3\n   24:         with:\n   25:           node-version: ${{ matrix.node }},TP,deprecated Node runner version
273,validate-actions,facebook_react-native_cache-reaper.yml,15,8,action-version,warning,Action actions/checkout uses v4 (resolves to v4.3.1) which is major version outdated. Current latest is v6.0.2.,registry,   13:     env:\n   14:       GH_TOKEN: ${{ secrets.GITHUB_TOKEN }}\n>  15:     steps:\n   16:       - uses: actions/checkout@v4\n   17:       - name: Setup Node.js,TP,outdated / unpinned action
274,validate-actions,facebook_react-native_cache-reaper.yml,17,8,marketplace,warning,Couldn't fetch metadata for ./.github/actions/setup-node. Continuing validation without input validation.,registry,   15:     steps:\n   16:       - uses: actions/checkout@v4\n>  17:       - name: Setup Node.js\n   18:         uses: ./.github/actions/setup-node\n   19:       - name: Trim the cache,INFRA,network: no GH_TOKEN; not a validation finding
275,validate-actions,facebook_react-native_cache-reaper.yml,17,8,marketplace,warning,Couldn't fetch version tags for ./.github. Continuing without version validation.,registry,   15:     steps:\n   16:       - uses: actions/checkout@v4\n>  17:       - name: Setup Node.js\n   18:         uses: ./.github/actions/setup-node\n   19:       - name: Trim the cache,INFRA,network: no GH_TOKEN; not a validation finding
276,validate-actions,facebook_react-native_cache-reaper.yml,17,8,action-version,warning,Using specific version of ./.github/actions/setup-node is recommended. Consider using ./.github/actions/setup-node@version,registry,   15:     steps:\n   16:       - uses: actions/checkout@v4\n>  17:       - name: Setup Node.js\n   18:         uses: ./.github/actions/setup-node\n   19:       - name: Trim the cache,FP,local action path ./ has no version concept
277,validate-actions,facebook_react-native_generate-changelog.yml,10,8,action-version,warning,Action actions/checkout uses v4 (resolves to v4.3.1) which is major version outdated. Current latest is v6.0.2.,registry,    8:     runs-on: ubuntu-latest\n    9:     steps:\n>  10:       - name: Checkout repository\n   11:         uses: actions/checkout@v4\n   12:         with:,TP,outdated / unpinned action
278,validate-actions,facebook_react-native_generate-changelog.yml,15,8,marketplace,warning,Couldn't fetch metadata for ./.github/actions/yarn-install. Continuing validation without input validation.,registry,   13:           fetch-depth: 0\n   14:           fetch-tags: true\n>  15:       - name: Install dependencies\n   16:         uses: ./.github/actions/yarn-install\n   17:       - name: Configure Git,INFRA,network: no GH_TOKEN; not a validation finding
279,validate-actions,facebook_react-native_generate-changelog.yml,15,8,marketplace,warning,Couldn't fetch version tags for ./.github. Continuing without version validation.,registry,   13:           fetch-depth: 0\n   14:           fetch-tags: true\n>  15:       - name: Install dependencies\n   16:         uses: ./.github/actions/yarn-install\n   17:       - name: Configure Git,INFRA,network: no GH_TOKEN; not a validation finding
280,validate-actions,facebook_react-native_generate-changelog.yml,15,8,action-version,warning,Using specific version of ./.github/actions/yarn-install is recommended. Consider using ./.github/actions/yarn-install@version,registry,   13:           fetch-depth: 0\n   14:           fetch-tags: true\n>  15:       - name: Install dependencies\n   16:         uses: ./.github/actions/yarn-install\n   17:       - name: Configure Git,FP,local action path ./ has no version concept
281,validate-actions,facebook_react-native_generate-changelog.yml,22,8,action-version,warning,Action actions/github-script uses v6 (resolves to v6.4.1) which is major version outdated. Current latest is v9.0.0.,registry,"   20:           git config --local user.email ""bot@reactnative.dev""\n   21:           git config --local user.name ""React Native Bot""\n>  22:       - name: Generate Changelog\n   23:         uses: actions/github-script@v6\n   24:         with:",TP,outdated / unpinned action
282,actionlint,facebook_react-native_generate-changelog.yml,23,15,action,error,"the runner of ""actions/github-script@v6"" action is too old to run on GitHub Actions. update the action's version to fix this issue",registry,"   21:           git config --local user.name ""React Native Bot""\n   22:       - name: Generate Changelog\n>  23:         uses: actions/github-script@v6\n   24:         with:\n   25:           script: |",TP,deprecated Node runner version
283,validate-actions,facebook_react_runtime_fuzz_tests.yml,19,6,action-version,warning,Action actions/checkout uses v4.1.0 which is major version outdated. Current latest is v6.0.2.,registry,   17:   test_fuzz:\n   18:     runs-on: ubuntu-latest\n>  19:     steps:\n   20:     - uses: actions/checkout@v4.1.0\n   21:     - uses: actions/setup-node@v4,TP,outdated / unpinned action
284,validate-actions,facebook_react_runtime_fuzz_tests.yml,20,6,action-version,warning,Action actions/setup-node uses v4 (resolves to v4.4.0) which is major version outdated. Current latest is v6.3.0.,registry,   18:     runs-on: ubuntu-latest\n   19:     steps:\n>  20:     - uses: actions/checkout@v4.1.0\n   21:     - uses: actions/setup-node@v4\n   22:       with:,TP,outdated / unpinned action
285,validate-actions,fastapi_fastapi_notify-translations.yml,9,6,events-syntax-error,error,workflow_dispatch event input type is required,registry,    7:       - closed\n    8:   workflow_dispatch:\n>   9:     inputs:\n   10:       number:\n   11:         description: PR number,TP,schema violation on on.* event
286,validate-actions,fastapi_fastapi_notify-translations.yml,12,6,events-syntax-error,error,workflow_dispatch event input type is required,registry,   10:       number:\n   11:         description: PR number\n>  12:         required: true\n   13:       debug_enabled:\n   14:         description: 'Run the build with tmate debugging enabled (https://github.com/marketplace/actions/debugging-with-tmate)',TP,schema violation on on.* event
287,validate-actions,fastapi_fastapi_notify-translations.yml,15,8,events-syntax-error,error,workflow event input 'property' default must be a string,syntax,   13:       debug_enabled:\n   14:         description: 'Run the build with tmate debugging enabled (https://github.com/marketplace/actions/debugging-with-tmate)'\n>  15:         required: false\n   16:         default: 'false'\n   17: ,TP,schema violation on on.* event
288,validate-actions,fastapi_fastapi_notify-translations.yml,30,8,action-version,warning,Action actions/checkout uses v4 (resolves to v4.3.1) which is major version outdated. Current latest is v6.0.2.,registry,"   28:         env:\n   29:           GITHUB_CONTEXT: ${{ toJson(github) }}\n>  30:         run: echo ""$GITHUB_CONTEXT""\n   31:       - uses: actions/checkout@v4\n   32:       - name: Set up Python",TP,outdated / unpinned action
289,validate-actions,fastapi_fastapi_notify-translations.yml,32,8,action-version,warning,Action actions/setup-python uses v5 (resolves to v5.6.0) which is major version outdated. Current latest is v6.2.0.,registry,"   30:         run: echo ""$GITHUB_CONTEXT""\n   31:       - uses: actions/checkout@v4\n>  32:       - name: Set up Python\n   33:         uses: actions/setup-python@v5\n   34:         with:",TP,outdated / unpinned action
290,validate-actions,fastapi_fastapi_notify-translations.yml,36,8,action-version,warning,Action astral-sh/setup-uv uses v6 (resolves to v6.8.0) which is major version outdated. Current latest is v8.0.0.,registry,"   34:         with:\n   35:           python-version: ""3.11""\n>  36:       - name: Setup uv\n   37:         uses: astral-sh/setup-uv@v6\n   38:         with:",TP,outdated / unpinned action
291,validate-actions,fastapi_fastapi_people.yml,7,6,events-syntax-error,error,workflow_dispatch event input type is required,registry,"    5:     - cron: ""0 14 1 * *""\n    6:   workflow_dispatch:\n>   7:     inputs:\n    8:       debug_enabled:\n    9:         description: Run the build with tmate debugging enabled (https://github.com/marketplace/actions/debugging-with-tmate)",TP,schema violation on on.* event
292,validate-actions,fastapi_fastapi_people.yml,10,8,events-syntax-error,error,workflow event input 'property' default must be a string,syntax,"    8:       debug_enabled:\n    9:         description: Run the build with tmate debugging enabled (https://github.com/marketplace/actions/debugging-with-tmate)\n>  10:         required: false\n   11:         default: ""false""\n   12: ",TP,schema violation on on.* event
293,validate-actions,fastapi_fastapi_people.yml,26,8,action-version,warning,Action actions/checkout uses v4 (resolves to v4.3.1) which is major version outdated. Current latest is v6.0.2.,registry,"   24:         env:\n   25:           GITHUB_CONTEXT: ${{ toJson(github) }}\n>  26:         run: echo ""$GITHUB_CONTEXT""\n   27:       - uses: actions/checkout@v4\n   28:       - name: Set up Python",TP,outdated / unpinned action
294,validate-actions,fastapi_fastapi_people.yml,28,8,action-version,warning,Action actions/setup-python uses v5 (resolves to v5.6.0) which is major version outdated. Current latest is v6.2.0.,registry,"   26:         run: echo ""$GITHUB_CONTEXT""\n   27:       - uses: actions/checkout@v4\n>  28:       - name: Set up Python\n   29:         uses: actions/setup-python@v5\n   30:         with:",TP,outdated / unpinned action
295,validate-actions,fastapi_fastapi_people.yml,32,8,action-version,warning,Action astral-sh/setup-uv uses v6 (resolves to v6.8.0) which is major version outdated. Current latest is v8.0.0.,registry,"   30:         with:\n   31:           python-version: ""3.11""\n>  32:       - name: Setup uv\n   33:         uses: astral-sh/setup-uv@v6\n   34:         with:",TP,outdated / unpinned action
296,validate-actions,fatedier_frp_build-and-push-image.yml,7,6,events-syntax-error,error,workflow_dispatch event input type is required,registry,    5:     types: [ published ]\n    6:   workflow_dispatch:\n>   7:     inputs:\n    8:       tag:\n    9:         description: 'Image tag',TP,schema violation on on.* event
297,validate-actions,fatedier_frp_build-and-push-image.yml,21,8,action-version,warning,Action actions/checkout uses v4 (resolves to v4.3.1) which is major version outdated. Current latest is v6.0.2.,registry,   19:     steps:\n   20:       # environment\n>  21:       - name: Checkout\n   22:         uses: actions/checkout@v4\n   23:         with:,TP,outdated / unpinned action
298,validate-actions,fatedier_frp_build-and-push-image.yml,26,8,action-version,warning,Action docker/setup-qemu-action uses v3 (resolves to v3.7.0) which is major version outdated. Current latest is v4.0.0.,registry,   24:           fetch-depth: '0'\n   25: \n>  26:       - name: Set up QEMU\n   27:         uses: docker/setup-qemu-action@v3\n   28: ,TP,outdated / unpinned action
